"","t","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw"
"4389",1666380300000,NA,42.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6083,5.99,5.3667,4.85,4.35,3.8353,1.9002,0.8,0.3,NA,0.05,NA,NA,NA,NA,NA
"4390",1666380360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8546,NA,NA,NA,NA,NA,6.67,NA,NA,NA,4.3,3.8948,1.95,NA,0.31,NA,NA,NA,NA,NA,NA,NA
"4391",1666380420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,8.63,7.96,NA,6.65,NA,5.45,4.945,NA,3.9,1.94,0.82,NA,0.11,NA,NA,NA,NA,NA,NA
"4392",1666380480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,NA,7.9509,NA,6.6625,NA,NA,4.85,4.37,3.9,NA,0.8217,NA,0.12,NA,NA,NA,NA,NA,NA
"4393",1666380540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6.6911,NA,5.5,NA,4.42,3.93,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA
"4394",1666380600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,7.9,7.25,6.55,6.05,NA,4.89,4.3975,3.8538,1.9442,0.8167,NA,NA,NA,NA,NA,NA,NA,NA
"4395",1666380660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,7.2,NA,5.9757,5.4,4.85,NA,3.8389,1.9305,0.81,NA,NA,NA,NA,NA,NA,NA,NA
"4396",1666380720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,6.61,6.0024,5.35,4.8045,4.3,3.7786,1.8875,0.815,0.31,NA,NA,NA,NA,NA,NA,NA
"4397",1666380780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,5.945,NA,NA,NA,3.8067,1.9014,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"4398",1666380840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.505,5.9,NA,4.7733,4.26,3.78,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4399",1666380900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,4.8,NA,3.7638,1.882,0.81,NA,NA,NA,NA,NA,NA,NA,NA
"4400",1666380960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,5.9433,NA,NA,4.3,3.8033,1.9,0.8004,0.29,NA,0.04,NA,NA,NA,NA,NA
"4401",1666381020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93,NA,NA,NA,NA,6.6,NA,5.35,4.8,4.3,3.8033,1.8967,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4402",1666381080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,7.15,NA,5.9522,5.35,4.8,NA,3.8067,1.9,0.81,0.31,NA,NA,0.03,NA,NA,NA,NA
"4403",1666381140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4184,4.85,NA,NA,1.9112,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"4404",1666381200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9814,NA,6.685,NA,5.4125,4.89,4.3969,3.8833,1.95,NA,0.31,NA,NA,NA,NA,NA,NA,NA
"4405",1666381260000,NA,NA,NA,NA,NA,23.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,6.07,5.45,NA,NA,3.855,1.9333,0.82,NA,NA,NA,NA,NA,NA,NA,NA
"4406",1666381320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19,NA,7.8233,NA,6.52,NA,5.3,4.8,NA,3.7914,1.8722,0.79,0.29,NA,0.04,NA,NA,NA,NA,NA
"4407",1666381380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3667,NA,1.9167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4408",1666381440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6235,NA,5.4,4.85,NA,3.865,1.94,0.82,NA,NA,NA,NA,NA,NA,NA,NA
"4409",1666381500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,9.25,NA,NA,7.18,6.5,NA,NA,4.805,NA,3.75,1.9006,0.8077,NA,NA,NA,NA,NA,NA,NA,NA
"4410",1666381560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,6.52,5.9,NA,4.8,NA,NA,1.89,NA,NA,0.11,NA,NA,NA,NA,NA,NA
"4411",1666381620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,6.444,NA,5.3033,4.782,4.25,3.78,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4412",1666381680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.417,NA,5.25,4.7294,4.25,3.7,1.8413,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4413",1666381740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13,NA,5.94,NA,4.775,NA,3.7722,1.87,0.7867,0.29,NA,0.06,NA,0.02,NA,NA,NA
"4414",1666381800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.37,NA,NA,NA,14.72,NA,NA,NA,NA,NA,NA,NA,NA,7.85,NA,6.55,NA,NA,4.7625,4.25,3.7594,1.8845,0.79,0.3,NA,NA,NA,NA,NA,NA,NA
"4415",1666381860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,6.4642,NA,5.3,NA,4.25,3.8,1.8517,NA,0.31,NA,NA,NA,NA,NA,NA,NA
"4416",1666381920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12,6.48,5.97,NA,4.8,4.2233,3.83,1.8833,0.8,0.3,NA,NA,NA,NA,NA,NA,NA
"4417",1666381980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,6.55,NA,NA,4.8,4.28,3.8133,1.92,0.812,NA,NA,NA,NA,NA,NA,NA,NA
"4418",1666382040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,5.93,5.4423,4.8425,NA,3.8838,1.9476,0.8267,0.31,NA,NA,NA,NA,NA,NA,NA
"4419",1666382100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4575,NA,NA,4.7533,NA,3.8,1.93,0.81,0.3,NA,0.06,NA,NA,NA,NA,NA
"4420",1666382160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83,9.1,NA,NA,NA,6.4333,NA,NA,NA,NA,3.756,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4421",1666382220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5267,NA,NA,NA,7.72,7.06,6.45,NA,NA,NA,NA,3.7564,1.8993,0.8079,NA,NA,NA,NA,NA,NA,NA,NA
"4422",1666382280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,6.4,5.75,NA,4.7,4.175,3.7267,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4423",1666382340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.36,7.7,NA,6.45,NA,5.316,4.7804,NA,3.7875,1.91,0.81,0.31,0.12,NA,NA,NA,NA,NA,NA
"4424",1666618200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.01,9,NA,7.8,7.15,6.4704,5.9003,5.2725,4.789,4.2995,3.7924,1.8602,0.7898,0.294,0.1,0.045,0.01,NA,NA,NA,NA
"4425",1666618260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1909,7.4,NA,6.0775,5.5057,5.0082,4.4792,3.95,3.5091,1.6889,0.7077,0.26,0.1,NA,NA,NA,NA,NA,NA
"4426",1666618320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,NA,NA,7.05,6.41,5.8,5.19,4.73,4.1833,3.745,3.2735,1.6082,0.65,NA,NA,NA,NA,NA,NA,NA,NA
"4427",1666618380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,NA,NA,NA,7.15,6.55,NA,5.29,4.8433,NA,3.75,3.3589,1.63,0.645,0.24,NA,NA,NA,NA,NA,NA,NA
"4428",1666618440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,NA,7.8,NA,6.5,5.9,5.36,4.8111,NA,3.85,3.424,1.6267,0.6733,NA,NA,NA,NA,NA,NA,NA,NA
"4429",1666618500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,8.06,7.5,NA,6.2,5.4444,4.9033,4.4214,4.05,3.4429,1.6917,NA,NA,0.09,NA,NA,NA,NA,NA,NA
"4430",1666618560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,8.1279,7.4479,6.85,NA,5.674,5.0533,NA,4.05,3.6,1.783,0.7496,NA,0.11,NA,NA,NA,NA,NA,NA
"4431",1666618620000,47.7,NA,NA,32.75,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,11.2269,NA,NA,NA,NA,NA,NA,NA,5.85,5.2012,4.7588,4.2,3.7096,1.825,0.7789,NA,NA,0.05,NA,NA,NA,NA,NA
"4432",1666618680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.03,NA,NA,NA,7.15,6.598,5.9,5.3995,4.85,4.305,3.8545,1.9114,0.806,0.31,NA,NA,NA,NA,NA,NA,NA
"4433",1666618740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,NA,7.79,7.13,6.5278,5.86,5.36,4.8456,4.255,3.7914,1.8733,0.8105,0.32,0.1,0.05,NA,NA,NA,NA,NA
"4434",1666618800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,7.65,NA,NA,5.8,5.2417,4.6927,4.1787,3.7063,1.8303,0.7752,0.28,NA,NA,NA,NA,NA,NA,NA
"4435",1666618860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,4.5333,4.2,3.5645,1.8243,0.7491,NA,NA,NA,NA,NA,NA,NA,NA
"4436",1666618920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,NA,NA,NA,6.3,NA,NA,4.6,4.15,3.6236,1.795,0.7456,0.2867,NA,NA,NA,NA,NA,NA,NA
"4437",1666618980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,5.05,4.4443,NA,3.5647,1.75,0.7034,0.2692,NA,NA,NA,NA,NA,NA,NA
"4438",1666619040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,6.04,NA,4.99,4.4,NA,3.44,1.68,0.7,0.2594,0.09,NA,NA,NA,NA,NA,NA
"4439",1666619100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1583,NA,11.1,NA,9.4,NA,NA,7.3182,6.3775,5.8033,5.35,4.9543,4.4975,3.9819,1.9476,0.8445,0.3267,0.11,0.04,NA,NA,NA,NA,NA
"4440",1666619160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,NA,NA,NA,4.8333,4.4,3.8556,1.936,0.81,0.3118,0.12,NA,NA,NA,NA,NA,NA
"4441",1666619220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05,NA,NA,NA,7.165,6.4743,NA,NA,4.8185,4.25,3.8217,1.9075,0.8,0.3094,NA,NA,NA,NA,NA,NA,NA
"4442",1666619280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,10.75,10,NA,NA,NA,7,NA,6,5.3833,4.7667,4.22,3.8425,1.885,0.7928,0.29,NA,NA,NA,NA,NA,NA,NA
"4443",1666619340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.98,NA,NA,9.7175,NA,8.1,NA,6.8,6.22,5.675,5.0857,4.5304,NA,3.6693,1.8,0.7717,0.2795,0.11,NA,NA,NA,NA,NA,NA
"4444",1666619400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0917,NA,4.19,3.6917,1.7914,0.77,0.2857,NA,NA,NA,NA,NA,NA,NA
"4445",1666619460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,NA,NA,NA,NA,5.3656,4.8021,4.3,3.804,1.9,0.79,0.3014,0.11,NA,NA,NA,NA,NA,NA
"4446",1666619520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,7.8,7.15,NA,5.8,5.3482,4.85,4.3,3.7503,1.91,0.8,0.296,NA,NA,NA,NA,NA,NA,NA
"4447",1666619580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,NA,NA,NA,4.7,4.25,3.85,1.8983,0.7827,0.297,NA,NA,NA,NA,NA,NA,NA
"4448",1666619640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,5.5,4.8657,NA,3.8936,1.9043,0.835,0.31,NA,0.05,NA,NA,NA,NA,NA
"4449",1666619700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,NA,6.1463,5.58,4.9864,4.5,3.9809,2.0442,0.87,0.3241,NA,NA,NA,NA,NA,NA,NA
"4450",1666619760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,NA,6.85,6.25,NA,NA,4.525,4.0294,2.0307,0.8633,0.32,0.11,NA,NA,NA,NA,NA,NA
"4451",1666619820000,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0935,9.5,8.65,NA,NA,6.8,NA,5.45,NA,4.4911,3.92,1.9654,0.861,0.31,NA,NA,NA,NA,NA,NA,NA
"4452",1666619880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,5,4.41,3.9468,1.98,0.83,NA,0.11,0.05,NA,NA,NA,NA,NA
"4453",1666619940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,5.7,5.1083,4.5813,4.0936,2.08,0.89,NA,0.1,NA,NA,NA,NA,NA,NA
"4454",1.66662e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05,NA,NA,NA,NA,NA,6.05,5.68,5.0517,4.488,3.9923,2.0244,0.8293,0.3008,NA,NA,NA,NA,NA,NA,NA
"4455",1666620060000,NA,NA,NA,33.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,4.9025,4.49,3.9867,1.9923,0.8213,0.3,NA,NA,NA,NA,NA,NA,NA
"4456",1666620120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,8.99,8.3,NA,NA,NA,NA,5.2571,4.7,4.3,3.7238,1.8118,0.78,0.27,0.1,NA,NA,NA,NA,NA,NA
"4457",1666620180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,6.245,NA,NA,4.575,4.1,3.5964,1.7633,0.7367,0.27,NA,NA,NA,NA,NA,NA,NA
"4458",1666620240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,11.95,NA,NA,NA,NA,NA,NA,6.95,NA,NA,5.1,4.625,4.115,3.632,1.7505,NA,0.27,NA,NA,NA,NA,NA,NA,NA
"4459",1666620300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,5.65,5.0291,4.5,4,3.5538,1.75,NA,0.27,NA,NA,NA,NA,NA,NA,NA
"4460",1666620360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,4.6,NA,3.5357,1.7433,0.7296,0.275,NA,NA,NA,NA,NA,NA,NA
"4461",1666620420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.595,1.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4462",1666620480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1333,NA,4.988,4.44,3.83,3.505,1.6561,0.69,NA,NA,NA,NA,NA,NA,NA,NA
"4463",1666620540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7833,4.3,3.7,3.2892,1.5994,NA,0.2443,NA,NA,NA,NA,NA,NA,NA
"4464",1666620600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,6,NA,4.75,4.35,3.85,3.3721,1.6525,0.67,0.2529,NA,NA,0.02,NA,NA,NA,NA
"4465",1666620660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,4.89,4.35,NA,3.425,NA,0.7,0.2625,NA,NA,0.01,NA,NA,NA,NA
"4466",1666620720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,4.91,NA,NA,3.4489,1.6737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4467",1666620780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,NA,NA,NA,6.645,NA,NA,4.9357,NA,NA,3.4792,NA,0.7,0.27,NA,NA,NA,NA,NA,NA,NA
"4468",1666620840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,4.8333,NA,NA,3.38,1.6696,0.69,NA,0.0983,NA,NA,NA,NA,NA,NA
"4469",1666620900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,7.145,6.43,NA,5.3,4.8,NA,3.775,3.3168,1.6107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4470",1666620960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38,5.85,5.23,4.6833,4.1531,3.71,3.265,1.5603,NA,NA,0.09,NA,NA,NA,NA,NA,NA
"4471",1666621020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,NA,4.65,4.15,3.725,NA,1.55,0.65,0.24,NA,NA,NA,NA,NA,NA,NA
"4472",1666621080000,NA,NA,NA,NA,NA,NA,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,8.4,7.7,7.06,NA,NA,NA,NA,NA,NA,NA,1.6243,0.66,NA,NA,0.04,NA,NA,NA,NA,NA
"4473",1666621140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,NA,NA,1.63,0.6871,NA,NA,NA,NA,NA,NA,NA,NA
"4474",1666621200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85,NA,NA,NA,NA,NA,NA,5.2,4.84,NA,3.75,3.2786,1.56,0.6533,NA,NA,NA,NA,NA,NA,NA,NA
"4475",1666621260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7455,5.1125,NA,4.1,3.6375,3.2091,1.5668,NA,NA,0.09,NA,NA,NA,NA,NA,NA
"4476",1666621320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
"4477",1666621380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6742,5.12,4.55,4.2,NA,3.1978,1.52,0.62,0.24,NA,NA,NA,NA,NA,NA,NA
"4478",1666621440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,3.1657,1.5,0.62,NA,NA,0.04,NA,NA,NA,NA,NA
"4479",1666621500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA,NA,NA,5.17,4.59,4.075,NA,3.2247,NA,0.64,NA,NA,0.04,NA,NA,NA,NA,NA
"4480",1666621560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,NA,NA,NA,NA,4.12,NA,3.2,NA,0.64,0.23,NA,NA,NA,NA,NA,NA,NA
"4481",1666621620000,NA,NA,NA,NA,NA,NA,NA,NA,19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,5.68,5.15,4.7,NA,3.64,3.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4482",1666621680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4483",1666621740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97,5.2958,4.8,4.31,NA,3.358,1.61,0.66,NA,NA,NA,NA,NA,NA,NA,NA
"4484",1666621800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,5.335,4.7993,NA,NA,NA,1.62,0.65,0.25,NA,NA,NA,NA,NA,NA,NA
