"","t","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw"
"4485",1666621860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,4.79,NA,3.8,3.36,1.62,0.67,NA,NA,NA,NA,NA,NA,NA,NA
"4486",1666621920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,5.4194,4.87,4.4,3.9,3.43,1.64,0.7,0.24,0.09,NA,NA,NA,NA,NA,NA
"4487",1666621980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.5,4.95,NA,3.96,3.4545,1.705,0.71,NA,NA,NA,NA,NA,NA,NA,NA
"4488",1666622040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,5.49,4.9625,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA
"4489",1666622100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.102,NA,NA,3.54,1.7807,NA,0.29,NA,NA,NA,NA,NA,NA,NA
"4490",1666622160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.14,4.6421,NA,3.6413,1.8,0.746,0.29,NA,NA,NA,NA,NA,NA,NA
"4491",1666622220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,6.2,5.6417,5.15,NA,4.1,3.65,1.7503,0.725,NA,NA,NA,NA,NA,NA,NA,NA
"4492",1666622280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,5.65,NA,NA,NA,3.605,1.76,0.73,NA,0.09,NA,NA,NA,NA,NA,NA
"4493",1666622340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1586,4.65,NA,3.6953,1.8018,0.75,NA,NA,NA,NA,NA,NA,NA,NA
"4494",1666622400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,NA,5.125,4.7,4.15,3.6976,1.7918,0.75,NA,NA,0.05,NA,0.02,NA,NA,NA
"4495",1666622460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,6.25,NA,NA,4.6429,4.05,3.6021,1.77,NA,0.28,0.09,NA,NA,NA,NA,NA,NA
"4496",1666622520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,4.5457,NA,3.5605,1.76,NA,0.26,NA,NA,NA,NA,NA,NA,NA
"4497",1666622580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.95,4.52,NA,3.5,1.7,0.73,NA,NA,NA,NA,NA,NA,NA,NA
"4498",1666622640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6.8,NA,5.5545,5,4.45,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA
"4499",1666622700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,3.9,3.46,NA,0.7,0.2567,NA,NA,0.01,NA,NA,NA,NA
"4500",1666622760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,6.07,NA,4.9,NA,3.9,3.45,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA
"4501",1666622820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4502",1666622880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4503",1666622940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.4,NA,NA,NA,3.4,1.68,0.6675,NA,NA,NA,NA,NA,NA,NA,NA
"4504",1.666623e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,NA,3.45,1.72,0.71,0.27,0.1,NA,NA,NA,NA,NA,NA
"4505",1666623060000,NA,NA,NA,NA,NA,22.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1833,NA,5.1,NA,4.05,NA,1.765,0.73,0.27,NA,NA,NA,NA,NA,NA,NA
"4506",1666623120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,5.1489,4.5525,4.095,3.65,1.7814,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"4507",1666623180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,NA,NA,NA,4.5967,4.1,3.6375,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4508",1666623240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,7.51,NA,NA,NA,NA,NA,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4509",1666623300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,8.9,NA,NA,NA,NA,NA,5.1267,4.6,4.1,3.61,1.78,0.76,0.28,NA,NA,NA,NA,NA,NA,NA
"4510",1666623360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,5.73,5.16,NA,NA,3.7,1.78,0.76,0.28,NA,NA,NA,NA,NA,NA,NA
"4511",1666623420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,NA,NA,NA,6.4,NA,5.19,4.744,NA,3.6967,1.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4512",1666623480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,4.65,4.15,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4513",1666623540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5867,NA,NA,6.5013,5.96,5.25,4.8243,4.37,3.775,1.9314,0.79,0.3,0.1,NA,NA,NA,NA,NA,NA
"4514",1666623600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,NA,NA,5.3119,4.85,4.25,3.8,1.9397,0.79,0.3,NA,NA,NA,NA,NA,NA,NA
"4515",1666623660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47,NA,NA,NA,NA,NA,NA,NA,6,NA,4.8,4.35,3.8167,1.93,0.8,0.3,NA,NA,NA,NA,NA,NA,NA
"4516",1666623720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,5.445,4.886,4.3267,3.8714,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4517",1666623780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,NA,5.3556,4.8,4.33,NA,1.915,0.82,NA,NA,NA,NA,NA,NA,NA,NA
"4518",1666623840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,NA,4.802,NA,3.8038,1.9,0.82,NA,0.11,NA,NA,NA,NA,NA,NA
"4519",1666623900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,1.9,NA,0.28,NA,NA,NA,NA,NA,NA,NA
"4520",1666623960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,4.35,3.85,1.94,0.82,0.3,NA,NA,NA,NA,NA,NA,NA
"4521",1666624020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,5.9,5.3508,NA,4.3,3.815,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA
"4522",1666624080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3917,NA,NA,3.75,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"4523",1666624140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,NA,NA,3.85,1.91,0.8,0.3,NA,NA,NA,NA,NA,NA,NA
"4524",1666624200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,4.8993,NA,3.85,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4525",1666624260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,NA,NA,6.13,5.5,NA,4.5,3.9167,2.015,0.8485,NA,NA,0.04,NA,NA,NA,NA,NA
"4526",1666624320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,NA,5.55,4.95,NA,3.95,1.985,0.85,NA,NA,NA,NA,NA,NA,NA,NA
"4527",1666624380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4528",1666624440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,8.07,7.4425,NA,6.15,5.6,5.05,NA,4,2.03,0.875,0.33,NA,NA,NA,NA,NA,NA,NA
"4529",1666624500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,8.2,NA,6.8667,NA,5.75,5.15,4.65,4.15,2.103,0.895,NA,NA,NA,NA,NA,NA,NA,NA
"4530",1666624560000,NA,NA,NA,NA,28.21,NA,NA,NA,NA,NA,NA,NA,NA,15.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17,NA,NA,NA,5.56,5.075,NA,4.0844,2.04,NA,0.33,NA,NA,NA,NA,NA,NA,NA
"4531",1666624620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,5.52,5.05,NA,3.98,2.0125,0.86,0.32,NA,NA,NA,NA,NA,NA,NA
"4532",1666624680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,8.05,NA,NA,NA,5.525,NA,NA,3.98,1.9988,0.85,NA,NA,NA,NA,NA,NA,NA,NA
"4533",1666624740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,4,2.0118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4534",1666624800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.15,4.65,4.0781,2.09,0.88,NA,NA,NA,NA,NA,NA,NA,NA
"4535",1666624860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,NA,9,NA,NA,7,6.3475,5.775,5.2125,NA,4.185,2.1342,0.93,0.335,0.11,NA,NA,NA,NA,NA,NA
"4536",1666624920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,5.785,5.3,4.7,4.19,2.14,0.91,0.34,0.12,NA,NA,NA,NA,NA,NA
"4537",1666624980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.955,NA,NA,5.1743,NA,4.185,2.13,0.908,NA,NA,0.05,NA,NA,NA,NA,NA
"4538",1666625040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7083,5.15,4.65,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA
"4539",1666625100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,5.15,4.59,4.1033,2.09,0.8803,0.32,0.1,NA,NA,NA,NA,NA,NA
"4540",1666625160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.08,4.53,4.055,2.05,0.86,NA,NA,NA,NA,NA,NA,NA,NA
"4541",1666625220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66,5.08,NA,4.06,2.055,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"4542",1666625280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.525,NA,NA,NA,NA,6.92,NA,5.8,5.2217,4.65,4.2,2.125,NA,0.33,NA,NA,NA,NA,NA,NA,NA
"4543",1666625340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92,NA,5.71,5.1667,NA,4.14,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA
"4544",1666625400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.15,NA,NA,NA,NA,NA,6.85,NA,NA,5.16,NA,4.09,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4545",1666625460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.13,NA,NA,NA,NA,NA,6.77,NA,NA,5.1,4.5,4.05,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA
"4546",1666625520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,5.0233,4.5,4.05,2.0258,0.87,0.3233,NA,NA,NA,NA,NA,NA,NA
"4547",1666625580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9607,NA,NA,1.9912,0.845,0.3,NA,NA,NA,NA,NA,NA,NA
"4548",1666625640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72,NA,NA,NA,NA,NA,NA,0.8367,0.3,NA,NA,NA,NA,NA,NA,NA
"4549",1666625700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71,6.1,NA,NA,NA,3.9294,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA
"4550",1666625760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,5.17,NA,NA,2.0122,0.8662,0.3,NA,0.04,NA,NA,NA,NA,NA
"4551",1666625820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,5.12,4.605,4.1,2.066,0.9,0.34,NA,NA,NA,NA,NA,NA,NA
"4552",1666625880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,2.01,0.868,NA,NA,NA,NA,NA,NA,NA,NA
"4553",1666625940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0667,NA,NA,2.0289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4554",1.666626e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.141,NA,5.0197,4.45,4.01,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA
"4555",1666626060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,1.9925,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4556",1666626120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95,NA,NA,NA,NA,NA,NA,NA,5.5591,NA,NA,3.9733,1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4557",1666626180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,4.5,3.9986,1.99,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"4558",1666626240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,10.0625,NA,NA,NA,NA,NA,6.1,5.45,4.95,4.4,3.906,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4559",1666626300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.29,6.6,NA,5.45,NA,4.35,3.95,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4560",1666626360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.98,NA,NA,NA,NA,NA,NA,5.45,4.8,4.3,3.8383,1.89,0.78,0.28,NA,NA,NA,NA,NA,NA,NA
"4561",1666626420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35,NA,10.8,10.05,NA,NA,NA,NA,NA,6,NA,NA,4.35,NA,1.9209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4562",1666626480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,4.9,NA,3.88,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA
"4563",1666626540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,NA,NA,NA,3.88,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4564",1666626600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,6.67,NA,5.45,NA,NA,3.93,1.95,0.81,NA,NA,NA,NA,NA,NA,NA,NA
"4565",1666626660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64,NA,NA,NA,NA,3.9667,1.96,0.83,0.31,NA,0.05,NA,NA,NA,NA,NA
"4566",1666626720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,6.3,5.55,NA,4.65,4.0855,2.0447,0.8614,0.31,NA,0.05,NA,NA,NA,NA,NA
"4567",1666626780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3017,5.7,NA,NA,NA,2.0829,0.88,0.32,NA,NA,NA,NA,NA,NA,NA
"4568",1666626840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,7,NA,NA,NA,NA,4.11,2.0633,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4569",1666626900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.13,2.07,0.876,NA,NA,NA,NA,NA,NA,NA,NA
"4570",1666626960000,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7333,5.1667,4.65,4.145,2.0933,0.9002,0.32,0.1,NA,NA,NA,NA,NA,NA
"4571",1666627020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,5.2,NA,NA,2.1,0.8875,NA,NA,NA,NA,NA,NA,NA,NA
"4572",1666627080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,NA,7.7,NA,NA,5.79,NA,4.65,4.17,2.13,0.9008,0.33,NA,NA,NA,NA,NA,NA,NA
"4573",1666627140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,4.73,4.21,2.16,0.92,0.33,NA,NA,NA,NA,NA,NA,NA
"4574",1666627200000,NA,NA,NA,NA,28.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,NA,NA,8.5,NA,7.14,6.5,5.8,5.2667,4.7,4.2425,2.1864,0.945,NA,NA,NA,NA,NA,NA,NA,NA
"4575",1666627260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35,NA,10.73,NA,9.25,8.55,NA,7.15,6.55,5.95,5.39,NA,4.3194,2.2366,0.9467,0.34,NA,NA,NA,NA,NA,NA,NA
"4576",1666627320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4833,NA,5.3,NA,NA,2.164,NA,0.33,NA,NA,NA,NA,NA,NA,NA
"4577",1666627380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83,NA,NA,7.68,7.05,NA,5.83,5.2583,NA,4.23,2.1425,0.93,NA,NA,NA,NA,NA,NA,NA,NA
"4578",1666627440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31,NA,NA,NA,NA,NA,4.72,4.1661,2.1183,0.8909,0.33,NA,0.05,NA,NA,NA,NA,NA
"4579",1666627500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,4.65,4.2,2.1147,0.9,0.33,NA,NA,NA,NA,NA,NA,NA
"4580",1666627560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32,NA,NA,NA,5.73,5.235,4.6667,4.1969,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA
"4581",1666627620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63,NA,6.35,5.73,NA,4.65,4.1545,2.11,0.89,0.33,NA,NA,NA,NA,NA,NA,NA
"4582",1666627680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2139,NA,NA,2.115,0.9,0.3233,NA,NA,NA,NA,NA,NA,NA
